1.698799999999999955e+02 6.920000000000000000e+02
3.166999999999999886e+02 1.137000000000000000e+03
1.710500000000000114e+02 9.040000000000000000e+02
1.592899999999999920e+02 5.820000000000000000e+02
1.155900000000000034e+02 3.700000000000000000e+02
1.750300000000000011e+02 6.180000000000000000e+02
1.842800000000000011e+02 9.830000000000000000e+02
1.204500000000000028e+02 3.870000000000000000e+02
9.760999999999999943e+01 2.030000000000000000e+02
1.458700000000000045e+02 5.060000000000000000e+02
1.112900000000000063e+02 6.800000000000000000e+01
1.407199999999999989e+02 4.250000000000000000e+02
1.676399999999999864e+02 5.860000000000000000e+02
2.178600000000000136e+02 8.270000000000000000e+02
1.087099999999999937e+02 2.750000000000000000e+02
2.587400000000000091e+02 1.092000000000000000e+03
1.626100000000000136e+02 5.490000000000000000e+02
1.013100000000000023e+02 1.680000000000000000e+02
2.210600000000000023e+02 1.056000000000000000e+03
3.205400000000000205e+02 1.148000000000000000e+03
1.538000000000000114e+02 5.600000000000000000e+02
1.558400000000000034e+02 8.740000000000000000e+02
1.738700000000000045e+02 9.210000000000000000e+02
2.894599999999999795e+02 1.127000000000000000e+03
1.721500000000000057e+02 6.130000000000000000e+02
1.903000000000000114e+02 7.710000000000000000e+02
1.093400000000000034e+02 1.910000000000000000e+02
1.137600000000000051e+02 4.300000000000000000e+01
1.960500000000000114e+02 9.920000000000000000e+02
1.906800000000000068e+02 7.650000000000000000e+02
1.803199999999999932e+02 6.750000000000000000e+02
2.057899999999999920e+02 1.014000000000000000e+03
1.173499999999999943e+02 3.190000000000000000e+02
9.415999999999999659e+01 2.170000000000000000e+02
3.223700000000000045e+02 1.154000000000000000e+03
3.767200000000000273e+02 1.258000000000000000e+03
1.164699999999999989e+02 3.650000000000000000e+02
1.734900000000000091e+02 8.610000000000000000e+02
9.825000000000000000e+01 2.630000000000000000e+02
1.165300000000000011e+02 2.200000000000000000e+01
1.550200000000000102e+02 4.820000000000000000e+02
1.111099999999999994e+02 3.300000000000000000e+01
1.518000000000000114e+02 5.150000000000000000e+02
1.632500000000000000e+02 8.960000000000000000e+02
3.056399999999999864e+02 1.217000000000000000e+03
1.745900000000000034e+02 6.330000000000000000e+02
9.739000000000000057e+01 2.560000000000000000e+02
2.627400000000000091e+02 1.196000000000000000e+03
1.712500000000000000e+02 9.080000000000000000e+02
1.735000000000000000e+02 5.930000000000000000e+02
2.289900000000000091e+02 7.960000000000000000e+02
1.669600000000000080e+02 8.980000000000000000e+02
1.525000000000000000e+02 8.830000000000000000e+02
1.041899999999999977e+02 2.670000000000000000e+02
1.157999999999999972e+02 3.660000000000000000e+02
3.072400000000000091e+02 1.134000000000000000e+03
1.152900000000000063e+02 1.040000000000000000e+02
1.713899999999999864e+02 9.060000000000000000e+02
1.751100000000000136e+02 5.910000000000000000e+02
1.728300000000000125e+02 6.600000000000000000e+02
3.246600000000000250e+02 1.234000000000000000e+03
1.177000000000000028e+02 3.180000000000000000e+02
1.697899999999999920e+02 6.570000000000000000e+02
1.704900000000000091e+02 6.110000000000000000e+02
1.742800000000000011e+02 9.170000000000000000e+02
2.397700000000000102e+02 1.181000000000000000e+03
1.128299999999999983e+02 5.700000000000000000e+01
1.734099999999999966e+02 6.950000000000000000e+02
1.751100000000000136e+02 5.920000000000000000e+02
2.937900000000000205e+02 1.131000000000000000e+03
1.894900000000000091e+02 7.160000000000000000e+02
3.162699999999999818e+02 1.140000000000000000e+03
3.045099999999999909e+02 1.221000000000000000e+03
1.122099999999999937e+02 5.000000000000000000e+01
2.686000000000000227e+02 1.114000000000000000e+03
1.447100000000000080e+02 4.980000000000000000e+02
1.865500000000000114e+02 7.140000000000000000e+02
1.887700000000000102e+02 7.250000000000000000e+02
1.900300000000000011e+02 7.400000000000000000e+02
1.092300000000000040e+02 2.810000000000000000e+02
2.185500000000000114e+02 1.061000000000000000e+03
1.163499999999999943e+02 3.690000000000000000e+02
1.917800000000000011e+02 7.640000000000000000e+02
1.087699999999999960e+02 2.820000000000000000e+02
1.543400000000000034e+02 4.800000000000000000e+02
1.916399999999999864e+02 7.310000000000000000e+02
2.572599999999999909e+02 1.168000000000000000e+03
1.759399999999999977e+02 9.190000000000000000e+02
2.758700000000000045e+02 1.206000000000000000e+03
2.254600000000000080e+02 8.210000000000000000e+02
9.337000000000000455e+01 2.090000000000000000e+02
9.853000000000000114e+01 2.330000000000000000e+02
1.207900000000000063e+02 8.200000000000000000e+01
1.116200000000000045e+02 1.930000000000000000e+02
1.230900000000000034e+02 1.200000000000000000e+01
1.512899999999999920e+02 8.820000000000000000e+02
1.898300000000000125e+02 9.370000000000000000e+02
9.429000000000000625e+01 1.480000000000000000e+02
1.654499999999999886e+02 8.670000000000000000e+02
1.429399999999999977e+02 4.430000000000000000e+02
1.178799999999999955e+02 3.210000000000000000e+02
1.137000000000000028e+02 3.150000000000000000e+02
9.870000000000000284e+01 2.580000000000000000e+02
1.749399999999999977e+02 6.700000000000000000e+02
1.883499999999999943e+02 9.290000000000000000e+02
2.555999999999999943e+02 1.190000000000000000e+03
1.467599999999999909e+02 4.600000000000000000e+02
2.811000000000000227e+02 1.167000000000000000e+03
9.312999999999999545e+01 1.470000000000000000e+02
2.235200000000000102e+02 8.020000000000000000e+02
1.101899999999999977e+02 6.400000000000000000e+01
